level,credits,course_2,title_2,course_1,from_,gen_ed,title_1,special
"
L",0.50,GEN EL,General Elective,PEGNRL 155,4684,"
",Beginning Aqua Aerobics,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 157,4684,"
",Swimming IV (Life Saving),"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 158,4684,"
",Beg Skin & Scuba Diving,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 159,4684,"
",Beginning Canoeing,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 160,4684,"
",Beginning Tennis,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 161,4684,"
",Intermediate Tennis,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 166,4684,"
",Beg Volleyball (Power),"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 167,4684,"
",Beginning Weight Training,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 168,4684,"
",Intermediate Volleyball,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 170,4684,"
",Beginning Self Defense,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 173,4684,"
",Beginning Sport Judo,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 175,4684,"
",Beg Tae Kwon Do: Karate,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 176,4684,"
",Interm Tae Kwon Do: Karate,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 177,4684,"
",Intro Martial Arts Weapons,"

                "
"
L",1.00,HESM 110,Scuba Diving,PEGNRL 180,4684,"
",Open Water Scuba,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 183,4684,"
",Exercisewalking,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 185,4684,"
",Beg Mountain/Rappelling,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 186,4684,"
",Beginning Orienteering,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 187,4684,"
",Military Conditioning I,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 190,4684,"
",Swim For Fitness,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 192,4684,"
",Pers Hlth & Fitness Life,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 193,4684,"
",Intercol Athletic Participatn,"

                "
"
L",3.00,GEN EL,General Elective,PSYCH 104,4684,"
SSY",Psych of Human Adjustment,"

                "
"
L",3.00,GEN EL,General Elective,PSYCH 105,4684,"
SS",Individual and Society,"

                "
"
L",3.00,GEN EL,General Elective,PSYCH 135,4684,"
SSY",Psychology of Retirement,"

                "
"
L",3.00,GEN EL,General Elective,PSYCH 202,4684,"
SSY",Psychology of Women,"

                "
"
L",3.00,PSYC 101,Intro to Psychological Science,PSYCH 211,4684,"
UCTA,SSY",Introductory Psychology,"
22
                "
"
L",3.00,PSYC 250,Psychological Statistics,PSYCH 215,4684,"
",Basic Statistical Methods,"

                "
"
U",5.00,PSYC 300,Research Methods in Psychology,PSYCH 216,4684,"
",Research Methods,"

                "
"
L",3.00,PSYC 260,Psychology of Personality,PSYCH 301,4684,"
",Intro Behavioral Neuroscience,"

                "
"
U",3.00,PSYC 325,Biological Psychology,PSYCH 304,4684,"
",Psychology of Personality,"

                "
"
U",3.00,PSYC EL,Psychology Elective,PSYCH 332,4684,"
",Psychology of Adolescence,"

                "
"
U",3.00,PSYC 360,Abnormal Psychology,PSYCH 345,4684,"
",Abnormal Psychology,"

                "
"
L",3.00,PSYC 205,Cognitive Psychology,PSYCH 351,4684,"
",Cognitive Psychology,"

                "
"
L",3.00,PSYC 220,Social Psychology,PSYCH 355,4684,"
",Social Psychology,"

                "
"
L",3.00,GEN EL,General Elective,RACEETH 150,4684,"
",Atlantic History,"

                "
"
L",3.00,GEN EL,General Elective,RACEETH 217,4684,"
",Ethnic Politics,"

                "
"
L",2.00,GEN EL,General Elective,RECREATN 232,4684,"
",Intro Recreation/Leisure,"

                "
"
L",2.00,GEN EL,General Elective,PEPROF 165,4684,"
",Intro to Physical Education,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 171,4684,"
",Fund Flag Ftbl/Tm Handbl,"

                "
"
L",1.00,HESM 117,Basketball,PEPROF 172,4684,"
",Fundamental of Basketball,"

                "
"
L",3.00,GEN EL,General Elective,PEPROF 173,4684,"
",Teach Tumbling/Gymnastics,"

                "
"
L",1.00,HESM 194,Volleyball,PEPROF 174,4684,"
",Fundamentals Volleyball,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 175,4684,"
",Fund Bowling/Badminton,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 176,4684,"
",Fund of Archery & Golf,"

                "
"
L",1.00,HESM 192,Track and Field,PEPROF 177,4684,"
",Fund of Track and Field,"

                "
"
L",1.00,HESM 180,Soccer I,PEPROF 178,4684,"
",Fund Soccer & Speedball,"

                "
"
L",2.00,GEN EL,General Elective,PEPROF 200,4684,"
",Fundamentals of Rhythms,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 209,4684,"
",Professions in Physical Educ,"

                "
"
L",1.00,HESM 182,Softball,PEPROF 210,4684,"
",Fundamentals of Softball,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 212,4684,"
",Fundamentals of Apparatus,"

                "
"
L",1.00,HESM 188,Tennis I,PEPROF 213,4684,"
",Fundamentals of Tennis,"

                "
"
L",1.00,HESM 196,Weight Training I,PEPROF 215,4684,"
",Fnd Wght Trng/Phy Fitness,"

                "
"
L",3.00,GEN EL,General Elective,PEPROF 240,4684,"
",Stand-Based Curric/Plann,"

                "
"
L",3.00,HESM 233,Water Safety Instructor,PEPROF 251,4684,"
",Water Safety Instructor,"

                "
"
L",4.00,HESM EL,"Health, Exercise Science & Sport Mngmnt Elective",PEPROF 271,4684,"
",Structure/Funct Humn Body,"

                "
"
U",2.00,HESM 322,Adv First Aid/Emrgncy Response,PEPROF 281,4684,"
",First Aid & Cpr,"

                "
"
L",3.00,GEN EL,General Elective,PEPROF 291,4684,"
",Lifeguarding,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 201,4684,"
HUP",Crit Issues Modern Relgn,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 210,4684,"
HUP",Intro Religions of World,"

                "
"
L",3.00,HUMA 225,Religion-Far East,RELIGST 211,4684,"
",Intro to Asian Religions,"

                "
"
L",3.00,HUMA 224,Religion-the West,RELIGST 212,4684,"
",Intro Western Religions,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 221,4684,"
HUP",Intro Early Hebrew Wrtngs,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 222,4684,"
HUP",Introduction to Judaism,"

                "
"
L",3.00,GEN EL,General Elective,RELIGST 252,4684,"
",The Bible As Literature,"

                "
"
U",3.00,HUMA-PHIL EL,Humanities - Philosophy Elective,RELIGST 330,4684,"
HUP","Religion, Sexuality and Gender","

                "
"
L",3.00,GEN EL,General Elective,SOCWORK 102,4684,"
",Intro to Social Welfare  (Gs),"

                "
"
L",1.00,GEN EL,General Elective,SOCWORK 161,4684,"
",Intro Soc Serv Computing,"

                "
"
L",3.00,GEN EL,General Elective,SOCWORK 235,4684,"
",Child Welfare,"

                "
"
L",3.00,GEN EL,General Elective,SOCWORK 236,4684,"
",Poverty & Social Welfare,"

                "
"
U",4.00,GEN EL,General Elective,SOCWORK 311,4684,"
",Humn Beh/Soc Envrmnt,"

                "
"
U",3.00,GEN EL,General Elective,SOCWORK 312,4684,"
",Humn Behsoc Envrmnt II,"

                "
"
U",3.00,GEN EL,General Elective,SOCWORK 341,4684,"
",Sexuality For Prof Growth,"

                "
"
U",3.00,GEN EL,General Elective,SOCWORK 371,4684,"
",Social Work Practice I,"

                "
"
L",4.00,SPAN 103,Introductory Spanish I,SPANISH 141,4684,"
",Beginning Spanish,"

                "
"
L",4.00,SPAN 104,Introductory Spanish II,SPANISH 142,4684,"
",Beginning Spanish,"

                "
"
L",4.00,SPAN 203,Intermediate Spanish I,SPANISH 251,4684,"
HUL",Intermediate Spanish,"

                "
"
L",4.00,SPAN 204,Intermediate Spanish II,SPANISH 252,4684,"
HUL",Intermediate Spanish,"

                "
"
L",3.00,GEN EL,General Elective,SPANISH 260,4684,"
",Spanish Phonetics,"

                "
"
L",3.00,GEN EL,General Elective,SOCIOLGY 105,4684,"
SSS",Individual and Society,"

                "
"
L",3.00,SOCA 101,Introduction to Sociology,SOCIOLGY 140,4684,"
UCTA,SSS",Introductory Sociology,"
22
                "
"
L",3.00,SS-SOCA EL,Soc Sciences - Socio & Anthro Elective,SOCIOLGY 240,4684,"
SSS, UCTA",Principles of Sociology,"
22
                "
"
L",3.00,SOCA 102,Contemporary Social Problems,SOCIOLGY 250,4684,"
",Social Problems,"

                "
"
L",3.00,SOCA 207,Marriage and Family,SOCIOLGY 252,4684,"
SSS",Intro to Family Studies,"

                "
"
L",3.00,GEN EL,General Elective,SOCIOLGY 260,4684,"
DV, SSS",Sociology of Hate,"

                "
"
L",3.00,SOCA 206,Race/Ethnc Relations in US(Dv),SOCIOLGY 265,4684,"
UCTA, DV, SSS",Race & Ethnic Relations,"
22
                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 270,4684,"
DV, SSS",Afri Am Comunty Soc Persp,"

                "
"
L",3.00,CRMJ 233,Criminology,SOCIOLGY 276,4684,"
",Introduction Criminology,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 280,4684,"
",Intro Australian Studies,"

                "
"
L",3.00,SOCA 228,Peoples of Southeast Asia,SOCIOLGY 285,4684,"
",Asian Americans,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 290,4684,"
",Sociology of Pacific Asia,"

                "
"
U",3.00,SOCA EL,Sociology Elective,SOCIOLGY 342,4684,"
",Soc of Fam and Work,"

                "
"
L",3.00,SOCA 213,Gender and Society,SOCIOLGY 345,4684,"
",Sociology of Gender,"

                "
"
U",3.00,SOCA 321,Religion and Society,SOCIOLGY 353,4684,"
",Sociology of Religion,"

                "
"
L",3.00,SOCA 234,Juvenile Delinquency/Justice,SOCIOLGY 370,4684,"
",Juvenile Delinquency,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 374,4684,"
",Sociolgy of Police and Courts,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 378,4684,"
",Sociology of Pnshmnt and Corre,"

                "
"
L",3.00,SOCA 207,Marriage and Family,SOCIOLGY 455,4684,"
SSS",Sociology of the Family,"

                "
"
L",3.00,SOCA 295,Social Science Research Mthds,SOCIOLGY 476,4684,"
",Methods Social Research,"

                "
"
L",3.00,SOCA EL,Sociology Elective,SOCIOLGY 478,4684,"
",Sociology in Practice,"

                "
"
L",2.00,GEN EL,General Elective,SPECED 200,4684,"
",Person W/Disability Socty,"

                "
"
L",3.00,GEN EL,General Elective,SPECED 201,4684,"
",Disability in Society,"

                "
"
L",3.00,GEN EL,General Elective,SPECED 205,4684,"
",Intro to Special Educ,"

                "
"
L",1.00,GEN EL,General Elective,SPECED 240,4684,"
",Manual Communication,"

                "
"
L",1.00,GEN EL,General Elective,SPECED 250,4684,"
",Study in Braille,"

                "
"
L",2.00,THEA 110,Theatre Appreciation,THEATRE 100,4684,"
HUT",Theatre Appreciation,"

                "
"
L",4.00,GEN EL,General Elective,THEATRE 110,4684,"
",Introduction to Theatre,"

                "
"
L",3.00,THEA 125,Acting I,THEATRE 120,4684,"
",Introduction to Acting,"

                "
"
L",1.00-2.00,THEA 010,Theatre Practicum I,THEATRE 200,4684,"
",Theatre Activities,"
8
                "
"
L",0.50-2.00,THEA 014,Acting Practicum,THEATRE 201,4684,"
",Practicum - Acting,"
8
                "
"
L",0.50-2.00,GEN EL,General Elective,THEATRE 202,4684,"
",Practicum - Directing,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 203,4684,"
",Practicum - Sound,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 204,4684,"
",Practicum - Stagecraft,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 205,4684,"
",Practicum - Lighting,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 206,4684,"
",Practicum - Costuming,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 207,4684,"
",Practicum - Mgmt/Publicty,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 208,4684,"
",Practicum - Makeup,"
8
                "
"
L",0.50-2.00,THEA 010,Theatre Practicum I,THEATRE 209,4684,"
",Practicum-Theatre Tour,"
8
                "
"
L",1.00-2.00,THEA EL,Theatre Arts Elective,THEATRE 210,4684,"
",Lab Plywrtng/Thtr Crtcsm,"
8
                "
"
L",3.00,GEN EL,General Elective,THEATRE 215,4684,"
",Auditioning,"

                "
"
L",3.00,THEA 225,Acting II,THEATRE 220,4684,"
",Act Anlysis & Performance,"

                "
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 225,4684,"
",Script Analysis,"

                "
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 230,4684,"
HUT",Movement For the Actor,"

                "
"
L",2.00,THEA 121,Theatrical Make-Up I,THEATRE 242,4684,"
",Stage Make-Up,"

                "
"
L",3.00,THEA 132,Stagecraft,THEATRE 250,4684,"
",Intro Technicl Thrtr Dsgn,"

                "
"
L",4.00,THEA EL,Theatre Arts Elective,THEATRE 251,4684,"
",Intro Technical Theatre,"

                "
"
L",3.00,THEA EL,Theatre Arts Elective,THEATRE 252,4684,"
HUT",Intro Theatrical Design,"

                "
"
L",3.00,THEA 132,Stagecraft,THEATRE 260,4684,"
",Produc Stage Management,"

                "
"
L",3.00,THEA 206,Theatre History to 1660,THEATRE 270,4684,"
HU",Theatre History Survey,"

                "
"
L",1.00-6.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 300,4684,"
",Summer Theatre Production,"
8
                "
"
L",0.50-2.00,THEA 214,Intermed Acting Practicum,THEATRE 301,4684,"
",Prod Prac-Acting,"
8
                "
"
L",0.50-2.00,THEA 213,Assist Directr/Stage Mngr,THEATRE 312,4684,"
",Prod Prac-Directing,"
8
                "
"
L",3.00,THEA 228,Voice For the Actor I,THEATRE 328,4684,"
",Vocal Prod/Stage Speech,"

                "
"
U",2.00,GEN EL,General Elective,THEATRE 362,4684,"
",Non-Profit Arts Mgmt,"
1
                "
"
L",3.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 422,4684,"
",Acting For Camera,"

                "
"
L",3.00,THEA 206,Theatre History to 1660,THEATRE 471,4684,"
HU",History Theatre Thru 1550,"

                "
"
L",3.00,THEA 207,Theatre History 1660-Present,THEATRE 472,4684,"
HU",Thtr Hist Drama 1550-1875,"

                "
"
L",1.00-6.00,THEA 290,Special Topic in Theatre Arts:,THEATRE 492,4684,"
",Field Study,"
8
                "
"
L",3.00,WGSS 110,Intro Wmns/Gendr/Sexualty Stds,WOMENST 100,4684,"
SSW",Intro Women's Studies,"

                "
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 105,4684,"
",Individual and Society,"

                "
"
L",3.00,GEN EL,General Elective,WOMENST 240,4684,"
SSW",Women and Work,"

                "
"
L",3.00,GEN EL,General Elective,WOMENST 250,4684,"
SSW",Women American Culture,"

                "
"
L",3.00,GEN EL,General Elective,WOMENST 280,4684,"
",Feminist Theories,"

                "
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 303,4684,"
",Womn's Voices/Wmn's Lives,"

                "
"
U",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 320,4684,"
",Lesbian Studies,"

                "
"
L",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 370,4684,"
",Women: Race and Ethnicity,"

                "
"
U",3.00,WGSS EL,"Women's, Gender and Sexuality Studies Elective",WOMENST 464,4684,"
",Global Gender Politics,"

                "
"
U",1.00-3.00,WGSS 499,Independent Study,WOMENST 498,4684,"
",Independent Study,"
8
                "
"
L",9.00,GEN EL,General Elective,SPECFLD 200E,4684,"
",Pre-Profess Block Sped El,"

                "
"
L",9.00,GEN EL,General Elective,SPECFLD 200F,4684,"
",Pre-Profess Block Sped Sc,"

                "
"
L",3.00,GEN EL,General Elective,SPECFLD 210,4684,"
",Obser/Part Special Educ,"

                "
"
L",3.00,GEN EL,General Elective,SPECFLD 210E,4684,"
",O & P Special Ed Elemtry,"

                "
"
L",3.00,GEN EL,General Elective,SPECFLD 210F,4684,"
",O & P Special Ed Secondry,"

                "
