level,credits,course_2,course_1,gen_ed,title_1,title_2
,,,"COMPSCI 151,Using Computers,COMPSCI 161,Introduction to Computers,COMPSCI 162,Computer Applications,COMPSCI 171,Intro to Vb Programming,COMPSCI 172,Introduction to Java,COMPSCI 173,Fortran Programming,COMPSCI 181,Database and Web,COMPSCI 220,Intermediate Java,COMPSCI 271,Assembly Programming,COMPSCI 372,Intermediate Programming",,,
