4690,L,3.00,ENGL 267,Literature of Diversity: (Dv),ENGLISH 258,4684,,Wrld Lit Chna India Japan,
4690,U,3.00,ENGL 332,Modern & Contemp Novel,ENGLISH 263,4684,,The Contemporary Novel,
4690,L,3.00,ENGL 269,Introduction to Women Writers:,ENGLISH 264,4684,,The West Trad Before 1665,
4690,L,3.00,ENGL 267,Literature of Diversity: (Dv),ENGLISH 265,4684,"HUE,DV",Multicultural Lit of US,
4690,L,3.00,ENGL 266,Literary Analysis,ENGLISH 271,4684,,Crit Writing in English,
4690,L,3.00,ENGL 206,Creative Writing: Poetry,ENGLISH 274,4684,,Creative Writng,
4690,U,3.00,ENGL 387,Linguistics,ENGLISH 281,4684,,Intro Language Study,
4690,U,3.00,ENGL EL,English Elective,ENGLISH 310,4684,,Lit For Adolescents,
4690,L,3.00,ENGL 237,Modrn/Contemp Lit 1920-Present,ENGLISH 322,4684,HU,Modern Western Literature,
4690,L,4.00,GEN EL,General Elective,FORNLANG 101,4684,,Beginning Japanese I,
4690,L,4.00,GEN EL,General Elective,FORNLANG 102,4684,,Beginning Japanese II,
4690,L,4.00,GEN EL,General Elective,FORNLANG 103,4684,,Beginning Japanese III,
4690,L,4.00,GEN EL,General Elective,FORNLANG 141,4684,,Beginning Chinese,
4690,L,4.00,GEN EL,General Elective,FORNLANG 142,4684,,Beginning Chinese,
4690,L,4.00,GEN EL,General Elective,FORNLANG 201,4684,,Intermediate Japanese I,
4690,U,3.00,ENGL EL,English Elective,ENGLISH 360,4684,,20th-C British Lit,
4690,L,3.00,ENGL 247,Survey of Modern World Lit,ENGLISH 363,4684,,Am Lit in Postmodern Age,
4690,U,3.00,ENGL 320,Shakespeare,ENGLISH 404,4684,,Shakespeare,
4690,U,3.00,ENGL EL,English Elective,ENGLISH 483,4684,,Controversies in Criticism,
4690,L,3.00,GEN EL,General Elective,FILM 110,4684,SSK,Visual Culture in America,
4690,L,4.00,FREN 103,Introductory French I,FRENCH 141,4684,,Beginning French,
