to_,level_,credits,course_2,title_2,course_1,from_,gen_ed,title_1,special
4684,,3.00,PEGNRL EL,Physical Education General Elective,WOMGENDR 2930,4676,GP,Minority Wom Writ of U S,
4684,,3.00,WOMENST EL,Womens and Gender Studies Elective,WOMGENDR 3340,4676,,Mgmt/Gender and Race,
4684,,3.00,WOMENST EL,Womens and Gender Studies Elective,WOMGENDR 3430,4676,GE,Women and the Arts,
4684,,3.00,WOMENST EL,Womens and Gender Studies Elective,WOMGENDR 3630,4676,,Ethn/Gender Equity in Ed,
4684,,3.00,WOMENST EL,Womens and Gender Studies Elective,WOMGENDR 3700,4676,GE,Women in European Civilization,
4684,U,3.00,WOMENST 380,Gender Law and Policy,WOMGENDR 3730,4676,GS,Women and the Law,
4680,L,3.00,ACCT 210,Intro Financial Acctg,ACCTING 2010,4676,,Financial Accounting,
4680,L,3.00,ACCT 211,Intro Managerl Acctg,ACCTING 2020,4676,,Management Accounting,
4680,L,3.00,GEN EL,General Elective,AGRIC 1000,4676,,Introduction to Animal Science,
4680,L,2.00,GEN EL,General Elective,AGRIC 1200,4676,,Animal Science Mgmt,
4680,L,3.00,GEN EL,General Elective,AGRIC 1240,4676,,The Plant-Soil Environment,
4680,L,3.00,GEN EL,General Elective,AGRIC 1260,4676,,Crop Science,
4680,L,1.00-3.00,GEN EL,General Elective,AGRIC 1990,4676,,Special Topics in Agriculture,
4680,L,3.00,GEN EL,General Elective,AGRIC 2000,4676,,Meat Animal Eval,
4680,L,4.00,GEN EL,General Elective,AGRIC 2010,4676,,Anat/Phys Dom Anmls,
4680,L,3.00,GEN EL,General Elective,AGRIC 2020,4676,,Introduction to Dairy Science,
4680,L,3.00,FN 206,Introductory Foods,AGRIC 2030,4676,,Intro Food Science,
4680,L,3.00,GEN EL,General Elective,AGRIC 2050,4676,,Dairy Cattle Evaluation,
4680,L,4.00,SOIL EL,Soils Elective,AGRIC 2230,4676,,Soils,
4680,L,3.00,GEN EL,General Elective,AGRIC 2280,4676,,Woody Landscape Plants,
4680,L,3.00,GEN EL,General Elective,AGRIC 2600,4676,,Companion Animal Care and Mgmt,
4680,L,3.00,GEN EL,General Elective,AGET 1750,4676,,"Equip, Struc and Power Systms",
4684,L,3.00,PSYCH 211,Introductory Psychology,PSYCHLGY 1130,4676,"GS, UCTA",General Psychology,22
4684,L,3.00,PSYCH 211,Introductory Psychology,PSYCHLGY 1230,4676,GS,General Psychology,8
4684,,1.00,GEN EL,General Elective,PSYCHLGY 2010,4676,,Careers in Couns/Humn Serv,
4684,L,3.00,PSYCH 104,Psych of Human Adjustment,PSYCHLGY 2030,4676,GS,Psych of Pers Adjustment,
4684,,3.00,PSYCH EL,Psychology Elective,PSYCHLGY 2130,4676,,Hist and Syst of Psy,
4684,L,5.00,PSYCH 216,Research Methods,PSYCHLGY 2230,4676,,Intro to Exper Psych,
4684,U,3.00,PSYCH 351,Cognitive Psychology,PSYCHLGY 2430,4676,,Cognitive Psychology,
4684,L,3.00,PSYCH 202,Psychology of Women,PSYCHLGY 2530,4676,GS,Psychology of Women,
4684,L,3.00,PSYCH 202,Psychology of Women,PSYCHLGY 2830,4676,GS,Psychology of Women,
4684,U,3.00,PSYCH 303,Learning and Conditioning,PSYCHLGY 3030,4676,,Learning & Behavior,
4684,U,3.00,PSYCH 331,Psychology of Childhood,PSYCHLGY 3130,4676,,Child Psychology,268
4684,U,3.00,PSYCH 332,Psychology of Adolescence,PSYCHLGY 3230,4676,GS,Adolescent Psych,
4684,U,3.00,PSYCH 440,Psych Tests/Measurements,PSYCHLGY 3330,4676,,Psychological Measurement,
4684,U,3.00,PSYCH 355,Social Psychology,PSYCHLGY 3530,4676,,Social Psychology,
4684,,3.00,PSYCH EL,Psychology Elective,PSYCHLGY 3630,4676,,Psych of Human Sexuality,
4684,,3.00,PSYCH EL,Psychology Elective,PSYCHLGY 3830,4676,,Psych and Religion,
4684,U,5.00,PSYCH 415,Research Design,PSYCHLGY 3950,4676,,Advanced Exper Psych,
4684,U,3.00,PSYCH 305,Psychology of Perception,PSYCHLGY 4020,4676,,Contemp Issues in Psychology,8
4684,U,3.00,PSYCH 304,Psychology of Personality,PSYCHLGY 4030,4676,,Theories of Personality,
4684,,2.00,PSYCH EL,Psychology Elective,PSYCHLGY 4120,4676,,Interpersonal Psych,
4684,,3.00,PSYCH EL,Psychology Elective,PSYCHLGY 4130,4676,,Interpersonal Psych,
4684,,3.00,PSYCH EL,Psychology Elective,PSYCHLGY 4230,4676,,Personnel/Indust Psy,
4684,U,3.00,PSYCH 345,Abnormal Psychology,PSYCHLGY 4430,4676,,Abnormal Psychology,
4684,,3.00,PSYCH EL,Psychology Elective,PSYCHLGY 4830,4676,,Psychology and the Law,
4684,U,3.00,PSYCH 486,Intrvw/Psychthrpy Tech,PSYCHLGY 4930,4676,,Techniques of Counseling,
4680,L,1.00,GEN EL,General Elective,AGBUS 1000,4676,,Agribus Professnl Developmnt I,
4680,L,3.00,GEN EL,General Elective,AGBUS 1500,4676,,Intro to Agribusiness,
4680,L,3.00,GEN EL,General Elective,AGBUS 2330,4676,"SS, GA","Wrld Popul, Food and Resources",
4680,L,3.00,GEN EL,General Elective,AGBUS 2430,4676,,Agricult Marketing,
4680,L,3.00,GEN EL,General Elective,AGBUS 2500,4676,,Prod/Consumer Coop,
4680,L,3.00,GEN EL,General Elective,ANSCI 1000,4676,,Introduction to Animal Science,
4680,L,2.00,GEN EL,General Elective,ANSCI 1200,4676,,Livestock Production Technique,
4680,L,3.00,GEN EL,General Elective,ANSCI 2000,4676,,Meat Animal Evaluation,
4680,L,4.00,GEN EL,General Elective,ANSCI 2010,4676,,Anat/Phys Dom Anmls,
4680,L,3.00,GEN EL,General Elective,ANSCI 2020,4676,,Introduction to Dairy Science,
4680,L,3.00,FN 206,Introductory Foods,ANSCI 2030,4676,,Intro Food Science,
4680,L,3.00,GEN EL,General Elective,ANSCI 2050,4676,,Dairy Cattle Evaluation,
4680,L,3.00,GEN EL,General Elective,ANSCI 2600,4676,,Companion Animal Care and Mgmt,
4680,L,1.00,GEN EL,General Elective,ANSCI 2990,4676,,Pre-Capstone Sem in Animal Sci,
4680,L,2.00,GEN EL,General Elective,AGEDUC 2920,4676,,Intro Agr and Extension Educ,
4680,L,1.00,BIOL EL,Biology Elective,BIOLOGY 1020,4676,,Bioquest: Found College Succes,
4680,L,5.00,BIOL 101,General Biology,BIOLOGY 1150,4676,"UCTA,NS,NSC,BSNS,BANS,BMNS",General Biology,22
4680,L,5.00,BIOL 130,Plant Biology,BIOLOGY 1350,4676,"NS,NSC,BSNS,BANS,BMNS",General Botany,
4680,L,5.00,BIOL EL,Biology Elective,BIOLOGY 1650,4676,NSC,The Unity of Life,"2039, 365"
4680,L,5.00,BIOL EL,Biology Elective,BIOLOGY 1750,4676,NSC,The Diversity of Life,"2039, 365"
4680,L,4.00,BIOL EL,Biology Elective,BIOLOGY 2040,4676,,Cell Biology,
4680,L,3.00,BIOL EL,Biology Elective,BIOLOGY 2130,4676,"SS, GA",Plants and Society,
4680,L,5.00,BIOL EL,Biology Elective,BIOLOGY 2140,4676,NSC,Human Anatomy & Physlgy I,1151
4680,L,5.00,BIOL EL,Biology Elective,BIOLOGY 2240,4676,NSC,Human Anatomy & Physiol II,1151
4680,L,3.00,BIOL EL,Biology Elective,BIOLOGY 2250,4676,"NSC, GA",Tropical Marine Ecosystems,
4680,L,4.00,BIOL EL,Biology Elective,BIOLOGY 2340,4676,NSC,Essentls of Anatomy Physiology,
4680,L,3.00,BIOL EL,Biology Elective,BIOLOGY 2420,4676,,Fund Biological Investigations,
4680,L,4.00,BIOL EL,Biology Elective,BIOLOGY 2450,4676,NSC,"Fungi, Algae and Bryophytes",
4680,L,5.00,BIOL EL,Biology Elective,BIOLOGY 2640,4676,,Invertebrate Zoology,
4680,L,1.00-3.00,BIOL EL,Biology Elective,BIOLOGY 2920,4676,,Research Experience,
4680,L,3.00,ART 103,Basic Drawing I,ART 1010,4676,ART,Drawing I:Basic Draw,
4680,L,3.00,ART EL,Art Elective,ART 1230,4676,ART,Art & Chldrns Lit For Tchrs,
4680,L,3.00,ART EL,Art Elective,ART 1240,4676,ART,Art & Social Studies For Tchrs,
4680,L,3.00,ART 234,Basic Painting,ART 1410,4676,,Painting I: Beginning Painting,
4680,L,3.00,ART 101,2-Dimensional Design,ART 1420,4676,ART,Basic Design I: 2-D,
4680,L,3.00,ART 102,3-Dimensional Design,ART 1520,4676,ART,Basic Design II: 3-D,
4680,L,3.00,ART EL,Art Elective,ART 1630,4676,,Letter/Typograph Des,
4680,L,3.00,ART EL,Art Elective,ART 1740,4676,,Intro Digital Media,
4680,L,3.00,ART EL,Art Elective,ART 2030,4676,ART,Art & Creativity For Educators,
4680,L,3.00,ART 282,Survy West Art Hist I,ART 2140,4676,"HU1,HP,GA,BSHU1,BAHU1,BMHU1",Art Hist I: Ancient/Medieval,
4680,L,3.00,ART EL,Art Elective,ART 2200,4676,ART,Art Hist VI: Hist of Amer Art,
4680,L,3.00,ART EL,Art Elective,ART 2210,4676,HP,Art Hist II: Renaissanc to Mod,
4680,L,3.00,ART EL,Art Elective,ART 2240,4676,,Illustration I,
4680,L,3.00,ART 104,Drawing II,ART 2310,4676,ART,Drawing II: Styles,
4680,U,3.00,ART 310,Illustration,ART 2330,4676,,Illustration II,
4680,L,3.00,ART EL,Art Elective,ART 2340,4676,ART,Drawing Concepts,
4680,U,3.00,ART 334,Intermediate Painting,ART 2410,4676,,Painting II: Intermed Painting,
4680,L,3.00,ART EL,Art Elective,ART 2430,4676,ART,Art Survey,
4680,L,1.00-3.00,ART EL,Art Elective,ART 2500,4676,,Topics in Art,8
4680,L,3.00,ART 251,Sclptr:Fbrctn&Instltn,ART 2510,4676,,Sculpture I: Basic,
4680,L,3.00,ART 261,Basic Ceramics,ART 2520,4676,,Ceramics I,
