to_,level_,credits,course_2,title_2,course_1,from_,gen_ed,title_1,special
4658,L,3.00,PSYCH 230,Social Psych: Psych Perspectvs,PSYC 265,4678,SS,Social Psychology,
4658,L,3.00,PSYCH EL,Psychology Elective,PSYC 269,4678,,Health Psychology,
4658,L,3.00,PSYCH EL,Psychology Elective,PSYC 270,4678,,Sport Psychology,
4658,L,3.00,PSYCH EL,Psychology Elective,PSYC 275,4678,,Adv Research Methods,
4658,P,0.00,NDC,No Degree Credit,PSYC 279,4678,,Coop Educ & Internship I,5
4658,L,3.00,PSYCH EL,Psychology Elective,PSYC 285,4678,,Prejudice and Racism (D),
4658,L,3.00,PSYCH EL,Psychology Elective,PSYC 289,4678,,Special Topics in Psychology,
4658,L,2.00,SPANISH 110,Intensv Crse Spoken Spanish I,SPAN 100,4678,,Spanish For Travelers,
4658,L,4.00,SPANISH 103,First-Semester Spanish,SPAN 101,4678,,Beginning Spanish I,
4658,L,4.00,SPANISH 104,Second-Semester Spanish,SPAN 102,4678,HU,Beginning Spanish II,
4658,L,3.00,SPANISH 203,Third-Semester Spanish,SPAN 201,4678,HU,Intermediate Spanish I,
4658,L,3.00,SPANISH 204,Fourth-Semester Spanish,SPAN 202,4678,,Intermediate Spanish II,
4658,L,3.00,SPANISH EL,Spanish Elective,SPAN 289,4678,,Special Topics in Spanish,
9999,L,3.00,BUS EL,Business Elective,ACCT 201,4678,AP,Survey of Accounting,
9999,L,3.00,BUS 201,Intro Accounting,ACCT 231,4678,AP,Principles of Accounting I,
9999,L,3.00,BUS 204,Managerial Account,ACCT 232,4678,AP,Principles of Accounting II,
9999,L,1.00-3.00,BUS EL,Business Elective,ACCT 279,4678,,Internship,8
9999,L,0.50-3.00,BUS EL,Business Elective,ACCT 289,4678,,St: Accounting,8
4658,L,3.00,WGS 201,Intr Wmns&Gndr Stdies-Hmnities,WGST 200,4678,HU,Intro Women&Gender Studies (D),
4658,L,3.00,HIST EL,History Elective,WGST 205,4678,,Women's History:  US,
