institutionName,fromInstitutionId
"Pick Your UW/WTCS Campus,UW Branch Campus,UW Branch Campus (UWC) Online,UW-Eau Claire,UW-Eau Claire - Barron County,UW-Fond du Lac,UW-Fox Valley,UW-Green Bay,UW-Green Bay, Manitowoc Campus,UW-Green Bay, Marinette Campus,UW-Green Bay, Sheboygan Campus,UW-Independent Learning,UW-La Crosse,UW-Madison,UW-Milwaukee,UW-Milwaukee at Washington County,UW-Milwaukee at Waukesha,UW-Oshkosh,UW-Parkside,UW-Platteville,UW-Platteville Baraboo Sauk County,UW-Platteville Richland,UW-River Falls,UW-Stevens Point,UW-Stevens Point at Marshfield,UW-Stevens Point at Wausau,UW-Stout,UW-Superior,UW-Whitewater,UW-Whitewater at Rock County,Blackhawk Tech. College,Chippewa Valley Tech. College,Fox Valley Tech. College,Gateway Tech. College,Lakeshore Tech. College,Madison Area Tech. College,Mid-State Tech. College,Milwaukee Area Tech. College,Moraine Park Tech. College,Nicolet Area Tech. College,Northcentral Tech. College,Northeast Wis. Tech. College,Southwest Wis. Tech. College,Waukesha County Tech. College,Western Tech. College,Wis. Indianhead Tech. College",",9999,4675,4670,4653,4673,4687,4688,4692,4693,4695,9901,4672,4656,4658,4659,4698,4674,4690,4676,4657,4634,4678,4680,4697,4696,4652,4682,4684,4689,4593,4581,4556,4584,4650,4615,4683,4614,4583,4646,4663,4585,4639,4671,4573,4599"
