	to	level	credits	course_2	title_2	course_1	from_	gen_ed	title_1,special
1872	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 117	Madison Area Tech. College		
1873	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 120	Madison Area Tech. College		
1874	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 130	Madison Area Tech. College		
1875	4670	U	3.0	S W 424	Alcohol and Drugs	HUMSVC (520) 135	Madison Area Tech. College		
1876	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 136	Madison Area Tech. College		
1877	4670	L	4.0	GEN EL	General Elective	HUMSVC (520) 139	Madison Area Tech. College		
1878	4670	L	5.0	GEN EL	General Elective	HUMSVC (520) 140	Madison Area Tech. College		
1879	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 141	Madison Area Tech. College		
1880	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 150	Madison Area Tech. College		
1881	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 157	Madison Area Tech. College		
1882	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 188	Madison Area Tech. College		
1883	4670	L	3.0	GEN EL	General Elective	HUMSVC (520) 189	Madison Area Tech. College		
1884	4670	L	3.0	PHYS EL	Physics Elective	ELECT (605) 112	Madison Area Tech. College		
1885	4670	L	3.0	C S EL	Computer Science Elective	ELECT (605) 173	Madison Area Tech. College		
1886	4670	L	3.0	C S EL	Computer Science Elective	ELECT (605) 252	Madison Area Tech. College		
1887	4670	L	3.0	PHYS EL	Physics Elective	ELECT (605) 270	Madison Area Tech. College		
1888	4670	L	2.0	MSCI EL	Materials Science Elective	INDMANUF (623) 200	Madison Area Tech. College		
1889	4670	L	3.0	GEN EL	General Elective	INDMANUF (623) 260	Madison Area Tech. College		
1890	4670	L	3.0	PHYS EL	Physics Elective	INDMANUF (623) 290	Madison Area Tech. College	GE-II	
1891	4670	U	3.0	C S 319	Intro Web Prog	ITDEV (152) 119	Madison Area Tech. College	GE-IB	
1892	4670	U	3.0	C S 318	Web Page Design	ITDEV (152) 120	Madison Area Tech. College	GE-IB	
1893	4670	L	3.0	C S 100	Computr Info Tech	ITDEV (152) 124	Madison Area Tech. College	GE-IB	
