,to,level,credits,course_2,title_2,course_1,from_,gen_ed,"title_1,special"
36,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 207,4615,AP,
37,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 209,4615,AP,
38,9999,L,1.0,HES 019,Lifetme Activ: Weight Training,PHYED (807) 210,4615,AP,
39,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 211,4615,AP,
40,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 212,4615,AP,
41,9999,L,1.0,HES 005,Team Sports: Basketball,PHYED (807) 221,4615,AP,
42,9999,L,1.0,HES 018,Team Sports: Volleyball,PHYED (807) 223,4615,AP,
43,9999,L,1.0,HES 022,Intermed Volleyball,PHYED (807) 224,4615,AP,
44,9999,L,1.0,HES 014,Team Sports: Softball,PHYED (807) 225,4615,AP,
45,9999,L,4.0,HES 058,Life Guard Training,PHYED (807) 228,4615,AP,
46,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 229,4615,AP,
47,9999,L,1.0,HES 055,Beginning Swimming,PHYED (807) 230,4615,AP,
48,9999,L,1.0,HES 056,Int Swimming,PHYED (807) 231,4615,AP,
49,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 232,4615,AP,
50,9999,L,2.0,HES 058,Life Guard Training,PHYED (807) 233,4615,AP,
51,9999,L,1.0,HES 061,Scuba Diving,PHYED (807) 234,4615,AP,
52,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 235,4615,AP,
53,9999,L,1.0,HES 016,Lifetime Activity: Tennis,PHYED (807) 236,4615,AP,
54,9999,L,1.0,HES 017,Intermediate Tennis,PHYED (807) 237,4615,AP,
55,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 238,4615,AP,
56,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 239,4615,AP,
57,9999,L,1.0,HES 009,Lifetime Activity: Golf,PHYED (807) 240,4615,AP,
58,9999,L,1.0,HES 010,Intermediate Golf,PHYED (807) 241,4615,AP,
59,9999,L,1.0,HES 006,Lifetime Activity: Bowling,PHYED (807) 242,4615,AP,
60,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 243,4615,AP,
61,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 244,4615,AP,
62,9999,L,1.0,PED EL,Physical Education Elective,PHYED (807) 245,4615,AP,
63,9999,L,1.0,HES 029,"Training and Plyometrics,Begin",PHYED (807) 246,4615,AP,
64,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 247,4615,AP,
65,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 248,4615,AP,
66,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 249,4615,AP,
67,9999,L,1.0,HES 002,Badminton,PHYED (807) 250,4615,AP,
68,9999,L,2.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 251,4615,AP,
69,9999,L,1.0,HES 001,Archery,PHYED (807) 253,4615,AP,
70,9999,L,1.0,HES 046,Lifetime Activity: Yoga,PHYED (807) 254,4615,AP,
71,9999,L,2.0,HES 205,Athletic Injuries,PHYED (807) 255,4615,AP,
72,9999,L,2.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 256,4615,,
73,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 257,4615,AP,
74,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 259,4615,AP,
75,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 265,4615,AP,
76,9999,L,2.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 266,4615,AP,
77,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 270,4615,AP,
78,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 271,4615,AP,
79,9999,L,2.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 278,4615,AP,
80,9999,L,1.0,HES 043,Cross Country Skiing,PHYED (807) 279,4615,AP,
81,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 282,4615,AP,
82,9999,L,1.0,HES 024,Aerobic Dance,PHYED (807) 283,4615,AP,
83,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 285,4615,AP,
84,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 286,4615,AP,
85,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 289,4615,AP,
86,9999,L,1.0,HES EL,"Health, Exercise Science & Athletics Elective",PHYED (807) 290,4615,AP,
87,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 103,4615,,
88,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 105,4615,,
89,9999,L,3.0,ECO EL,Economics Elective,SOCSCI (809) 111,4615,SS,
90,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 115,4615,,
91,9999,,1.0,NDC,No Degree Credit,SOCSCI (809) 117,4615,,
92,9999,L,3.0,POL 104,Amer Gov & Politics,SOCSCI (809) 122,4615,"UCTA,SS",
93,9999,L,3.0,GEN EL,General Elective,SOCSCI (809) 125,4615,SS,
94,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 127,4615,,
95,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 128,4615,,
96,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 131,4615,,
97,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 133,4615,,
98,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 136,4615,,
99,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 137,4615,,
100,9999,L,3.0,ECO EL,Economics Elective,SOCSCI (809) 143,4615,,
101,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 145,4615,,
102,9999,L,3.0,GEN EL,General Elective,SOCSCI (809) 151,4615,SS,
103,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 153,4615,,
104,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 155,4615,,
105,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 156,4615,,
106,9999,L,3.0,PSY EL,Psychology Elective,SOCSCI (809) 159,4615,,
107,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 160,4615,,
108,9999,,3.0,NDC,No Degree Credit,SOCSCI (809) 161,4615,,
109,9999,L,3.0,GEN EL,General Elective,SOCSCI (809) 166,4615,"EL, UCTA",
110,9999,,1.0,NDC,No Degree Credit,SOCSCI (809) 167,4615,,
111,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 172,4615,"SS, UCTA",
112,9999,L,3.0,SOC 130,Contemp Social Prob,SOCSCI (809) 174,4615,SS,
113,9999,L,3.0,PSY EL,Psychology Elective,SOCSCI (809) 188,4615,SS,
114,9999,L,3.0,ECO 101,Intro to Economics,SOCSCI (809) 195,4615,"UCTA,SS",
115,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 196,4615,"SS, UCTA",
116,9999,L,3.0,GEN EL,General Elective,SOCSCI (809) 197,4615,SS,
117,9999,L,3.0,PSY 202,Introductory Psych,SOCSCI (809) 198,4615,"UCTA,SS",
118,9999,L,3.0,GEN EL,General Elective,SOCSCI (809) 199,4615,SS,
119,9999,L,1.0,GEN EL,General Elective,SOCSCI (809) 200,4615,,
120,9999,L,3.0,PSY EL,Psychology Elective,SOCSCI (809) 201,4615,SS,
121,9999,L,3.0,SOC 130,Contemp Social Prob,SOCSCI (809) 202,4615,SS,
122,9999,L,3.0,SOC 101,Intro to Sociology,SOCSCI (809) 203,4615,"UCTA,SS",
123,9999,L,3.0,SOC 220,Soc Marriage/Family,SOCSCI (809) 204,4615,SS,
124,9999,L,3.0,SOC 125,Am Socty: Contemp Approach,SOCSCI (809) 205,4615,SS,
125,9999,L,3.0,GSW 101,Introduction to Gender (Is),SOCSCI (809) 206,4615,"IS,SS",
126,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 207,4615,SS,
127,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 208,4615,"SS, ES",
128,9999,L,3.0,GSW EL,"Gender, Sexuality, & Women's Studies Elective",SOCSCI (809) 209,4615,SS,
129,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 210,4615,SS,
130,9999,L,3.0,ECO 203,Economics - Macro,SOCSCI (809) 211,4615,SS,
131,9999,L,3.0,ECO 204,Economics - Micro,SOCSCI (809) 212,4615,SS,
132,9999,L,3.0,ECO EL,Economics Elective,SOCSCI (809) 213,4615,SS,
133,9999,L,3.0,ECO EL,Economics Elective,SOCSCI (809) 214,4615,SS,
134,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 215,4615,"SS, ES",
135,9999,L,3.0,GSW EL,"Gender, Sexuality, & Women's Studies Elective",SOCSCI (809) 216,4615,SS,
136,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 217,4615,SS,
137,9999,L,3.0,SOC 101,Intro to Sociology,SOCSCI (809) 219,4615,"UCTA,SS",
138,9999,L,3.0,POL 385,Pol Amer Foreign Pol,SOCSCI (809) 220,4615,SS,
139,9999,L,3.0,POL 104,Amer Gov & Politics,SOCSCI (809) 221,4615,"UCTA,SS",
140,9999,L,3.0,POL 225,State and Local Gov,SOCSCI (809) 222,4615,SS,
141,9999,L,3.0,POL 275,Internat Politics,SOCSCI (809) 223,4615,SS,
142,9999,L,3.0,POL EL,Political Science Elective,SOCSCI (809) 224,4615,SS,
143,9999,L,3.0,PSY 330,Social Psychology,SOCSCI (809) 225,4615,SS,
144,9999,L,3.0,PSY 202,Introductory Psych,SOCSCI (809) 231,4615,"UCTA,SS",
145,9999,L,3.0,PSY EL,Psychology Elective,SOCSCI (809) 232,4615,SS,
146,9999,L,3.0,PSY 250,Life Span Devel Psy,SOCSCI (809) 233,4615,SS,
147,9999,L,3.0,PSY 205,Dynamics of Hum Beha,SOCSCI (809) 235,4615,SS,
148,9999,L,3.0,PSY EL,Psychology Elective,SOCSCI (809) 236,4615,SS,
149,9999,L,3.0,PSY 309,Abnormal Psychology,SOCSCI (809) 237,4615,SS,
150,9999,L,3.0,PSY EL,Psychology Elective,SOCSCI (809) 238,4615,SS,
151,9999,L,3.0,PSY 360,Psy/Childhd & Adolesc,SOCSCI (809) 239,4615,SS,
152,9999,L,3.0,HIS EL,History Elective,SOCSCI (809) 240,4615,"SS, ES",
153,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 241,4615,"SS, ES",
154,9999,L,3.0,GSW EL,"Gender, Sexuality, & Women's Studies Elective",SOCSCI (809) 250,4615,SS,
155,9999,L,3.0,PHI 101,Intro to Philosophy,SOCSCI (809) 260,4615,HU,
156,9999,L,4.0,PHI 211,Elementary Logic,SOCSCI (809) 261,4615,MS,
157,9999,L,3.0,PHI EL,Philosophy Elective,SOCSCI (809) 262,4615,HU,
158,9999,L,3.0,PHI EL,Philosophy Elective,SOCSCI (809) 263,4615,"HU, ES",
159,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SOCSCI (809) 264,4615,,
160,9999,L,3.0,PHI EL,Philosophy Elective,SOCSCI (809) 265,4615,HU,
161,9999,L,3.0,GEN EL,General Elective,SOCSCI (809) 266,4615,HU,
162,9999,L,3.0,GEN EL,General Elective,SOCSCI (809) 267,4615,,
163,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 268,4615,SS,
164,9999,L,3.0,POL EL,Political Science Elective,SOCSCI (809) 269,4615,SS,
165,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 271,4615,SS,
166,9999,L,3.0,SOC EL,Sociology Elective,SOCSCI (809) 272,4615,SS,
167,9999,L,3.0,SOC 275,"Religion, Spirit, & Secularism",SOCSCI (809) 275,4615,SS,
168,9999,L,1.0,GEN EL,General Elective,SOCSCI (809) 277,4615,,
169,9999,L,3.0,ANT 100,Intro to General Anthro,SOCSCI (809) 280,4615,SS,
170,9999,L,3.0,ANT 102,Disc Past:Archlgy & Prehis Wld,SOCSCI (809) 281,4615,SS,
171,9999,L,3.0,ANT EL,Anthropology Elective,SOCSCI (809) 282,4615,"SS, ES",
172,9999,L,3.0,ANT 104,Intro to Cultural Anthropology,SOCSCI (809) 283,4615,SS,
173,9999,L,3.0,ANT EL,Anthropology Elective,SOCSCI (809) 284,4615,SS,
174,9999,L,3.0,ANT EL,Anthropology Elective,SOCSCI (809) 285,4615,SS,
175,9999,L,3.0,ANT EL,Anthropology Elective,SOCSCI (809) 286,4615,SS,
176,9999,,3.0,NDC,No Degree Credit,SPEECH (810) 101,4615,,
177,9999,L,3.0,CTA 103,Intro Public Speaking,SPEECH (810) 201,4615,"UCTA,AP",
178,9999,L,3.0,CTA 101,Interpersonal Comm,SPEECH (810) 205,4615,AP,
179,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 207,4615,,
180,9999,L,3.0,CTA 230,Literature & Performance,SPEECH (810) 211,4615,HU,
181,9999,L,3.0,CTA 130,Intro to Theatre,SPEECH (810) 230,4615,FA,
182,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 231,4615,,
183,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 233,4615,HU,
184,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 235,4615,,
185,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 236,4615,,
186,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 237,4615,AP,
187,9999,L,3.0,CTA 103,Intro Public Speaking,SPEECH (810) 242,4615,"UCTA,AP",
188,9999,L,3.0,CTA 150,Introduction to Film,SPEECH (810) 250,4615,FA,
189,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 252,4615,,
190,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 254,4615,FA,
191,9999,L,2.0,CTA 131,Theatre Laboratory,SPEECH (810) 260,4615,AP,
192,9999,L,2.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 261,4615,,
193,9999,L,3.0,CTA 131,Theatre Laboratory,SPEECH (810) 262,4615,AP,
194,9999,L,3.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 263,4615,AP,
195,9999,L,2.0,CTA EL,Communication and Theatre Arts Elective,SPEECH (810) 264,4615,AP,
196,9999,L,2.0,CTA 266,Group Discussion,SPEECH (810) 266,4615,SS,
197,9999,L,4.0,BIO EL,Biology Elective,NATSCI (806) 105,4615,"NS, LS",
198,9999,L,4.0,CHE EL,Chemistry Elective,NATSCI (806) 111,4615,"NS, LS",
199,9999,L,4.0,CHE EL,Chemistry Elective,NATSCI (806) 112,4615,"NS, LS",
200,9999,L,4.0,BIO EL,Biology Elective,NATSCI (806) 114,4615,"NS, LS",
201,9999,L,4.0,CHE EL,Chemistry Elective,NATSCI (806) 127,4615,"NS, LS",
202,9999,L,4.0,CHE EL,Chemistry Elective,NATSCI (806) 129,4615,"NS, LS",
203,9999,L,4.0,CHE 125,Introductory Chemistry,NATSCI (806) 134,4615,"UCTA,LS,NS",
204,9999,L,3.0,PHY 141,College Physics I,NATSCI (806) 143,4615,"UCTA,LS,NS",
205,9999,L,4.0,PHY 141,College Physics I,NATSCI (806) 154,4615,"UCTA,LS,NS",
206,9999,L,4.0,BIO 182,Human Anat & Physiology,NATSCI (806) 177,4615,"LS,NS",
207,9999,L,5.0,CHE 125,Introductory Chemistry,NATSCI (806) 178,4615,"LS,NS",
208,9999,L,4.0,BIO EL,Biology Elective,NATSCI (806) 179,4615,"NS, LS",
209,9999,L,4.0,CHE EL,Chemistry Elective,NATSCI (806) 186,4615,NS,
210,9999,L,4.0,BIO EL,Biology Elective,NATSCI (806) 197,4615,NS,
211,9999,L,4.0,CHE 125,Introductory Chemistry,NATSCI (806) 199,4615,"LS,NS",
212,9999,L,5.0,CHE 124,Applied Chemistry and Society,NATSCI (806) 200,4615,"LS,NS",
213,9999,L,5.0,CHE 125,Introductory Chemistry,NATSCI (806) 201,4615,"UCTA,LS,NS",
214,9999,L,1.0,CHE EL,Chemistry Elective,NATSCI (806) 202,4615,NS,
215,9999,L,5.0,BIO 171,Animal Biology,NATSCI (806) 203,4615,"NS,LS",
216,9999,L,1.0,BIO EL,Biology Elective,NATSCI (806) 205,4615,NS,
217,9999,L,4.0,BIO EL,Biology Elective,NATSCI (806) 206,4615,"NS, LS",
218,9999,L,4.0,BIO 285,Anatomy and Physiology,NATSCI (806) 207,4615,"LS,NS",
219,9999,L,4.0,BIO 286,Anatomy and Physiology,NATSCI (806) 208,4615,"LS,NS",
220,9999,L,5.0,CHE 145,General Chemistry I,NATSCI (806) 209,4615,"LS,NS",
221,9999,L,5.0,CHE EL,Chemistry Elective,NATSCI (806) 210,4615,"NS, LS",
222,9999,L,5.0,CHE 155,General Chemistry II,NATSCI (806) 212,4615,"LS,NS",
223,9999,L,5.0,CHE 343,Organic Chemistry I,NATSCI (806) 213,4615,"LS,NS",
224,9999,L,5.0,CHE EL,Chemistry Elective,NATSCI (806) 214,4615,"NS, LS",
225,9999,L,5.0,BIO 162,General Botany,NATSCI (806) 215,4615,"NS,LS",
226,9999,L,1.0,BIO EL,Biology Elective,NATSCI (806) 217,4615,NS,
227,9999,L,5.0,PHY 141,College Physics I,NATSCI (806) 221,4615,"UCTA,LS,NS",
228,9999,L,5.0,PHY 142,College Physics II,NATSCI (806) 222,4615,"LS,NS",
229,9999,L,5.0,PHY 201,University Physics I,NATSCI (806) 223,4615,"LS,NS",
230,9999,L,5.0,PHY 202,University Physics II,NATSCI (806) 224,4615,"LS,NS",
231,9999,L,5.0,BIO 180,Intro to Human Biology,NATSCI (806) 226,4615,NS,
232,9999,L,5.0,BIO 211,Genetics,NATSCI (806) 227,4615,"NS,LS",
233,9999,L,5.0,BIO 180,Intro to Human Biology,NATSCI (806) 229,4615,NS,
234,9999,L,4.0,BIO EL,Biology Elective,NATSCI (806) 230,4615,NS,
235,9999,L,4.0,BIO EL,Biology Elective,NATSCI (806) 231,4615,NS,
236,9999,L,3.0,GEO 120,Intro to Physical Geography,NATSCI (806) 241,4615,NS,
237,9999,L,3.0,GLG EL,Geology Elective,NATSCI (806) 242,4615,NS,
238,9999,L,5.0,AST 100,Surv of Astronomy,NATSCI (806) 243,4615,"NS,LS",
239,9999,L,4.0,GLG 100,Intro to Geology,NATSCI (806) 244,4615,NS,
240,9999,L,3.0,MLG 100,Intro to Meteorology,NATSCI (806) 245,4615,"LS,NS",
241,9999,L,4.0,CHE EL,Chemistry Elective,NATSCI (806) 265,4615,"NS, LS",
242,9999,L,5.0,BIO EL,Biology Elective,NATSCI (806) 273,4615,NS,
243,9999,L,5.0,BIO 251,Gen Sur Microbiology,NATSCI (806) 274,4615,"NS,LS",
244,9999,L,2.0,BIO EL,Biology Elective,NATSCI (806) 275,4615,NS,
245,9999,L,3.0,GLG EL,Geology Elective,NATSCI (806) 280,4615,NS,
246,9999,L,3.0,BIO 190,Intro to Environmental Science,NATSCI (806) 281,4615,NS,
247,9999,L,4.0,BIO 201,Prin of Ecology,NATSCI (806) 282,4615,"LS,NS",
248,9999,L,3.0,BIO EL,Biology Elective,NATSCI (806) 283,4615,NS,
249,9999,L,3.0,BIO EL,Biology Elective,NATSCI (806) 284,4615,NS,
250,9999,L,3.0,GEN EL,General Elective,NATSCI (806) 285,4615,NS,
251,9999,L,4.0,GEN EL,General Elective,NATSCI (806) 286,4615,NS,
252,4688,L,3.0,ACCTG EL,Accounting Elective,ACCTG (101) 111,4615,,
253,4688,U,4.0,ACCTG 300,Principles of Financial Acctg,ACCTG (101) 111,4615,QL,
254,4688,L,4.0,ACCTG EL,Accounting Elective,ACCTG (101) 113,4615,,
255,4688,U,4.0,ACCTG EL,Accounting Elective,ACCTG (101) 113,4615,,
256,4688,U,3.0,ACCTG 302,Principles Managerial Acctg,ACCTG (101) 118,4615,,
257,4688,U,1.0,ACCTG EL,Accounting Elective,ACCTG (101) 122,4615,,
258,4688,L,3.0,ACCTG 313,Intermediate Accounting II,ACCTG (101) 123,4615,,
259,4688,,1.0,ACCTG EL,Accounting Elective,ACCTG (101) 125,4615,,
260,4688,,4.0,ACCTG EL,Accounting Elective,ACCTG (101) 139,4615,,
261,4688,None,4.0,ACCTG EL,Accounting Elective,ACCTG (101) 141,4615,None,
262,9999,L,3.0,ART 180,Artist & Visual Arts,ART (815) 200,4615,FA,
263,9999,L,3.0,ART 111,Two-Dimensional Design,ART (815) 201,4615,AP,
264,9999,L,3.0,ART 112,Three-Dimensional Design,ART (815) 202,4615,AP,
265,9999,L,3.0,ART 112,Three-Dimensional Design,ART (815) 203,4615,AP,
266,9999,L,3.0,ART EL,Art Elective,ART (815) 204,4615,AP,
267,9999,L,3.0,ART 101,Introduction to Drawing,ART (815) 205,4615,AP,
268,9999,L,3.0,ART EL,Art Elective,ART (815) 206,4615,AP,
269,9999,L,3.0,ART EL,Art Elective,ART (815) 207,4615,AP,
270,9999,L,3.0,ART EL,Art Elective,ART (815) 209,4615,FA,
271,9999,L,3.0,ART 187,Survey: Modern Art,ART (815) 210,4615,FA,
272,9999,L,3.0,ART EL,Art Elective,ART (815) 211,4615,FA,
273,9999,L,3.0,ART EL,Art Elective,ART (815) 212,4615,FA,
274,9999,L,3.0,ART EL,Art Elective,ART (815) 213,4615,AP,
275,9999,L,3.0,ART 103,Drawing II,ART (815) 215,4615,AP,
276,9999,L,3.0,ART EL,Art Elective,ART (815) 217,4615,,
277,9999,L,3.0,ART EL,Art Elective,ART (815) 218,4615,,
278,9999,L,3.0,ART 201,Introduction to Life Drawing,ART (815) 219,4615,AP,
279,9999,L,3.0,ART EL,Art Elective,ART (815) 220,4615,AP,
280,9999,L,3.0,ART EL,Art Elective,ART (815) 221,4615,AP,
281,9999,L,2.0,ART EL,Art Elective,ART (815) 223,4615,AP,
282,9999,L,3.0,ART EL,Art Elective,ART (815) 224,4615,,
283,9999,L,2.0,ART EL,Art Elective,ART (815) 225,4615,,
284,9999,L,3.0,ART EL,Art Elective,ART (815) 226,4615,AP,
285,9999,L,2.0,ART EL,Art Elective,ART (815) 230,4615,AP,
286,9999,L,3.0,ART 161,Introduction to Photography,ART (815) 234,4615,AP,
287,9999,L,3.0,ART EL,Art Elective,ART (815) 235,4615,AP,
288,9999,L,3.0,ART EL,Art Elective,ART (815) 236,4615,AP,
289,9999,L,3.0,ART EL,Art Elective,ART (815) 237,4615,AP,
290,9999,L,3.0,ART 121,Intro to Painting,ART (815) 241,4615,AP,
291,9999,L,3.0,ART EL,Art Elective,ART (815) 242,4615,AP,
292,9999,L,3.0,ART EL,Art Elective,ART (815) 253,4615,AP,
293,9999,L,3.0,ART EL,Art Elective,ART (815) 254,4615,AP,
294,9999,L,3.0,ART 141,Intro to Printmaking,ART (815) 255,4615,AP,
295,9999,L,3.0,ART EL,Art Elective,ART (815) 256,4615,AP,
296,9999,L,2.0,ART EL,Art Elective,ART (815) 262,4615,AP,
297,9999,L,2.0,ART EL,Art Elective,ART (815) 270,4615,AP,
298,9999,L,2.0,ART EL,Art Elective,ART (815) 280,4615,AP,
299,9999,L,3.0,ART EL,Art Elective,ART (815) 281,4615,AP,
300,9999,L,3.0,ART EL,Art Elective,ART (815) 282,4615,AP,
301,9999,L,2.0,ART EL,Art Elective,ART (815) 283,4615,AP,
302,9999,L,3.0,ART EL,Art Elective,ART (815) 284,4615,AP,
303,9999,L,3.0,ART EL,Art Elective,ART (815) 285,4615,AP,
304,9999,L,3.0,ART EL,Art Elective,ART (815) 286,4615,AP,
305,9999,L,3.0,ART EL,Art Elective,ART (815) 287,4615,AP,
306,9999,L,1.0,ART EL,Art Elective,ART (815) 288,4615,,
307,9999,L,3.0,ART 154,Intro to Ceramics,ART (815) 290,4615,AP,
308,9999,L,3.0,ART 254,Intermed Ceramics,ART (815) 291,4615,AP,
309,9999,L,3.0,ART 122,Water-Based Media,ART (815) 292,4615,AP,
310,9999,L,3.0,ART EL,Art Elective,ART (815) 293,4615,,
311,9999,L,3.0,ART 122,Water-Based Media,ART (815) 294,4615,AP,
312,9999,L,3.0,ART EL,Art Elective,ART (815) 295,4615,AP,
313,9999,L,3.0,ART 255,Ceramics II,ART (815) 298,4615,AP,
